orgcode,description,trust,country,emergency_adm,respiratory_adm,asthma_adm,admsperbed,respadmsperbed,asthmaadmsper1000adms,howmanypaediatr_icasthmapatients,doesyourhospita_ntscanbeadmitted,q1_2ahowmanybed_aediatrichduhave,q1_3doesyourhos_ntscanbeadmitted,q1_3ahowmanybedsdoesyourpicuhave,fy1fy2filledcat,fy1fy2filledwte,fy1fy2filledphr,fy1fy2filledpha,st1st2filledcat,st1st2filledwte,st1st2filledphr,st1st2filledpha,st3andabovefilledcat,st3andabovefilledwte,st3andabovefilledphr,st3andabovefilledpha,paediatricconsultantfilledcat,paediatricconsultantfilledwte,paediatricconsultantfilledphr,paediatricconsultantfilledpha,paediatricrespi_sultantfilledcat,paediatricrespi_sultantfilledwte,paediatricrespi_sultantfilledphr,paediatricrespi_sultantfilledpha,associatespecialistfilledcat,associatespecialistfilledwte,associatespecialistfilledphr,associatespecialistfilledpha,staffgradefilledcat,staffgradefilledwte,staffgradefilledphr,staffgradefilledpha,asthmanursespecialistfilledcat,asthmanursespecialistfilledwte,asthmanursespecialistfilledphr,asthmanursespecialistfilledpha,nurseconsultant_stnursefilledcat,nurseconsultant_stnursefilledwte,nurseconsultant_stnursefilledphr,nurseconsultant_stnursefilledpha,specialistrespi_erapistfilledcat,specialistrespi_erapistfilledwte,specialistrespi_erapistfilledphr,specialistrespi_erapistfilledpha,paediatricpsychologistfilledcat,paediatricpsychologistfilledwte,paediatricpsychologistfilledphr,paediatricpsychologistfilledpha,paediatricpharmacistfilledcat,paediatricpharmacistfilledwte,paediatricpharmacistfilledphr,paediatricpharmacistfilledpha,othernotlistedfilledcat,othernotlistedfilledwte,othernotlistedfilledphr,othernotlistedfilledpha,fy1fy2unfilledcat,fy1fy2unfilledwte,st1st2unfilledcat,st1st2unfilledwte,st3andaboveunfilledcat,st3andaboveunfilledwte,paediatricconsultantunfilledcat,paediatricconsultantunfilledwte,paediatricrespi_ltantunfilledcat,paediatricrespi_ltantunfilledwte,associatespecialistunfilledcat,associatespecialistunfilledwte,staffgradeunfilledcat,staffgradeunfilledwte,asthmanursespecialistunfilledcat,asthmanursespecialistunfilledwte,nurseconsultant_nurseunfilledcat,nurseconsultant_nurseunfilledwte,specialistrespi_rapisunfilledcat,specialistrespi_rapisunfilledwte,paediatricpsych_ogistunfilledcat,paediatricpsych_ogistunfilledwte,paediatricpharmacistunfilledcat,paediatricpharmacistunfilledwte,othernotlistedunfilledcat,othernotlistedunfilledwte,q3_1aroutinelyr_raboveonweekdays,q3_1broutinelyr_raboveonweekends,q3_2whichadmitt_respiratorynurse,q3_3accesstoano_mapatientsonsite,q3_3accesstoano_tientsonthephone,q3_3accesstoano_loutreachservice,q3_4isyourservi_ricasthmanetwork,q3_5designatedn_orasthmaservices,q3_5aisthisrolecurrentlyfilled,q3_5bistheasthm_paediatricasthma,q3_6doesyourhos_paediatricasthma,q3_6aifnotdoyou_ricasthmaservice,q3_7doesasthmal_lorsevereillness,q3_8smokingcess_ostparentscarers,q3_8apleaseletu_ionofthisservice,q3_9smokingcess_icasthmapatients,q3_9apleaseletu_ionofthisservice,q3_10doyouhavea_ntscanbereferred,q3_11canthepaed_icepostdischarge,q3_1doyouhaveac_tientsspirometry,q3_1doyouhaveac_xpiratoryflowpef,q3_1doyouhaveac_dnitricoxidefeno,q3_1doyouhaveac_ntsskinpricktest,q3_1doyouhaveac_thmapatientsnone,q4_1picuoutreac_vicedaysweekdays,q4_1picuoutreac_vicedaysweekends,q4_1picuoutreac_cedaysoutofhours,q4_1picuoutreac_ooutreachservice,q4_2seniordecis_dpaudaysweekdays,q4_2seniordecis_dpaudaysweekends,q4_2seniordecis_audaysoutofhours,q4_2seniordecis_roundpaudaysnone,q4_3seniordecis_ardsdaysweekdays,q4_3seniordecis_ardsdaysweekends,q4_3seniordecis_dsdaysoutofhours,q4_3seniordecis_ricwardsdaysnone,q4_4respiratory_entsdaysweekdays,q4_4respiratory_entsdaysweekends,q4_4respiratory_tsdaysoutofhours,q4_4respiratory_rynurseavailable,q5_1doesthepaed_trecordeprsystem,q5_2doesyourhos_tricoxygenpolicy,q5_3dothewardba_criptionofoxygen,q5_4doesyourhos_etectione_g_pews,q5_4a_ew_targeto2,q5_4a_ew_actualo2,q5_4adoesyourea_ygenadministered,q5_4adoesyourea_ednoneoftheabove,q5_4bearlywarni_echildyoungadult,q6_1doesyourtru_icasthmaservices,q6_1aifyesdoest_errepresentation,q6_2howoftenisa_rvicesundertaken,q7_1processfort_oftheircondition,q7_1processfort_entthesamerecord,q7_1processfort_eirparentscarers,q7_1processfort_rersareaddressed,q7_1processfort_dadultclinicians,q7_1processfort_intheadultsystem,q7_1processfort_totheadultsystem,q7_1processfort_tinuedevaluation,q7_1processfort_tionarrangements,q8_1howisreimbu_thasthmaachieved,q8_2hasyourcomm_iatricasthmacare
KGH,Kettering General Hospital,Kettering General Hospitals NHS Foundation Trust,England,-,-,-,-,-,-,26,Yes,2,No,-,>3.0 WTE,5,-,-,>3.0 WTE,8,-,-,>3.0 WTE,10.8,-,-,>3.0 WTE,9.8,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,No WTE,0,-,-,1.1-3.0 WTE,3,No WTE,0,1.1-3.0 WTE,2.4,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,No,Yes,No,No,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Not known,-,Not known,-,Yes,Not known,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,No,No,-,Continuous (every patient),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Payment by results,No
KMH,Kings Mill Hospital,Sherwood Forest Hospitals NHS Foundation Trust,England,265,20,1-7,12,1,15,22,Yes,2,No,,>3.0 WTE,6,30,150,>3.0 WTE,4,20,100,>3.0 WTE,9,45,225,>3.0 WTE,15,73,365,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,0.1-1.0 WTE,0,2,10,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric and adult,Yes,-,Yes,Yes,Hospital based team,Yes,Hospital based team,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,Yes,Yes,Yes,Yes,Yes,No,Not known,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
KTH,Kingston Hospital,Kingston Hospital NHS Foundation Trust,England,215,20,1-7,9,1,19,24,Yes,2,No,,0.1-1.0 WTE,1,5,25,>3.0 WTE,9,45,225,>3.0 WTE,9,43,213,>3.0 WTE,19,95,475,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,18,90,450,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,1.1-3.0 WTE,2,1.1-3.0 WTE,3,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Unticked,Ticked,Yes,Single lead for both adults and paediatrics,Yes,No,No,Yes,Not known,Yes,Hospital based team,No,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,-,-,-,-,No,Yes - paediatric specific,No,Yes,No,Yes,Yes,No,Yes,Not known,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
LDH,Luton & Dunstable Hospital,Bedfordshire Hospitals NHS Foundation Trust,England,-,-,-,-,-,-,32,No,-,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,8.4,-,-,>3.0 WTE,7.4,-,-,>3.0 WTE,20.5,-,-,1.1-3.0 WTE,2.4,-,-,No WTE,0,-,-,No WTE,0,-,-,0.1-1.0 WTE,0.2,-,-,>3.0 WTE,13.5,-,-,-,-,-,-,No WTE,0,-,-,>3.0 WTE,3.4,-,-,-,-,-,-,No WTE,0,0.1-1.0 WTE,0.6,1.1-3.0 WTE,1.6,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,-,-,0.1-1.0 WTE,0.8,0.1-1.0 WTE,1,-,-,Daily,Daily,None,No,No,No,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,Yes,-,Yes,No,-,No,-,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,No,No,Yes,No,No,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Other,No
LEW,University Hospital Lewisham,Lewisham and Greenwich NHS Trust,England,525,125,25,33,8,48,16,Yes,4,No,,1.1-3.0 WTE,3,2,12,>3.0 WTE,5,4,20,>3.0 WTE,6,5,25,>3.0 WTE,7,6,29,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,1,4,No WTE,0,0,0,0.1-1.0 WTE,1,1,4,No WTE,0,0,0,0.1-1.0 WTE,1,1,4,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Ticked,Unticked,No,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Hospital based team,Yes,Hospital based team,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Not known,Yes,Yes,No,Yes,No,No,Not known,No,-,Less than once a year,No,Yes,Yes,No,Yes,No,No,No,No,Payment via block contract,Yes
LGH,Leighton Hospital,Mid Cheshire Hospitals NHS Foundation Trust,England,430,65,1-7,15,2,9,28,Yes,4,No,,1.1-3.0 WTE,3,5,75,>3.0 WTE,8,12,200,>3.0 WTE,8,12,200,>3.0 WTE,8,12,200,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,3,50,0.1-1.0 WTE,1,2,25,No WTE,0,0,0,0.1-1.0 WTE,1,2,25,No WTE,0,0,0,0.1-1.0 WTE,1,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Unticked,No,No lead,-,-,No,No,-,Yes,Hospital based team,No,-,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
LGI,Leeds General Infirmary,Leeds Teaching Hospitals NHS Trust,England,305,10,1-7,11,0,13,29,Yes,6,Yes,10,>3.0 WTE,5,50,125,>3.0 WTE,15,150,375,>3.0 WTE,9,90,225,>3.0 WTE,12,120,300,>3.0 WTE,4,41,103,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,1.1-3.0 WTE,2,15,38,No WTE,0,0,0,1.1-3.0 WTE,3,30,75,0.1-1.0 WTE,1,10,25,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,No,Yes,-,Not applicable - we have specialist advice on site,Not known,-,No,-,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Not known,No,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Locally negotiated tariff,No
LIN,Lincoln County Hospital,United Lincolnshire Hospitals NHS Trust,England,210,25,1-7,7,1,19,32,No,,No,,>3.0 WTE,6,24,150,>3.0 WTE,13,52,325,>3.0 WTE,8,32,200,>3.0 WTE,8,32,200,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,8,50,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,4,25,No WTE,0,0,0,0.1-1.0 WTE,1,4,25,No WTE,0,0,0,No WTE,0,No WTE,0,>3.0 WTE,5,>3.0 WTE,7,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,No,-,No,-,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,No,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,No,No,-,Never,No,No,No,No,No,No,No,No,Yes,Locally negotiated tariff,No
MAN,Royal Manchester Children's Hospital,Manchester University NHS Foundation Trust,England,3820,945,120,68,17,31,56,Yes,12,Yes,15,1.1-3.0 WTE,2,0,2,>3.0 WTE,9,1,8,>3.0 WTE,4,0,3,>3.0 WTE,10,1,8,>3.0 WTE,7,1,6,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,0,1,0.1-1.0 WTE,1,0,1,0.1-1.0 WTE,1,0,1,0.1-1.0 WTE,1,0,1,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Those under the care of a paediatric respiratory consultant,Ticked,Unticked,Unticked,Not known,Paediatric lead only,Yes,No,Yes,-,Not applicable - we have specialist advice on site,Not known,-,Not known,-,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,No,Not known,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Payment via block contract,No
MKH,Milton Keynes General Hospital,Milton Keynes University Hospital NHS Foundation Trust,England,270,30,1-7,10,1,15,28,Yes,6,No,,0.1-1.0 WTE,1,3,25,1.1-3.0 WTE,3,10,75,>3.0 WTE,4,13,100,>3.0 WTE,12,40,300,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,11,37,275,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,>3.0 WTE,4,13,100,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Not known,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,More than 4 times a year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
MOR,Morriston Hospital,Swansea Bay Local Health Board,Wales,120,9,2,20,2,17,6,Yes,4,No,,1.1-3.0 WTE,2,22,100,>3.0 WTE,9,100,450,>3.0 WTE,8,84,380,>3.0 WTE,14,156,700,No WTE,0,0,0,0.1-1.0 WTE,1,11,50,1.1-3.0 WTE,2,22,100,0.1-1.0 WTE,1,11,50,No WTE,0,0,0,1.1-3.0 WTE,2,18,80,No WTE,0,0,0,0.1-1.0 WTE,1,11,50,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Other,Other,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,No,Yes,Both hospital and community-based teams,Yes,Hospital based team,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,Yes,No,-,-,-,-,-,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
MPH,Musgrove Park Hospital,Taunton and Somerset NHS Foundation Trust,England,170,10,1-7,5,0,24,35,Yes,2,No,,0.1-1.0 WTE,1,10,25,>3.0 WTE,7,70,175,>3.0 WTE,7,70,175,>3.0 WTE,9,94,235,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,1,12,30,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,10,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,Other,Unticked,Unticked,Ticked,Yes,Adult lead only,Yes,Yes - paediatric and adult,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,No,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Payment via block contract,No
NCN,Nottingham Children's Hospital (QMC Paediatrics),Nottingham University Hospitals NHS Trust,England,-,-,-,-,-,-,25,Yes,8,Yes,8,No WTE,0,-,-,No WTE,0,-,-,1.1-3.0 WTE,2,-,-,No WTE,0,-,-,>3.0 WTE,3.7,-,-,No WTE,0,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,1.1-3.0 WTE,2.6,-,-,>3.0 WTE,4,-,-,0.1-1.0 WTE,1,-,-,0.1-1.0 WTE,1,-,-,1.1-3.0 WTE,1.4,-,-,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,All paediatric asthma patients,No,No,No,Yes,No lead,-,-,Yes,-,-,No,-,No,-,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,More than 4 times a year,Yes,No,No,No,Yes,No,Yes,No,No,Payment by results,No
NCR,New Cross Hospital,The Royal Wolverhampton NHS Trust,England,205,20,1-7,8,1,20,26,No,,No,,>3.0 WTE,4,20,100,>3.0 WTE,9,45,225,>3.0 WTE,12,60,300,>3.0 WTE,8,40,200,1.1-3.0 WTE,2,10,50,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,1,6,30,No WTE,0,0,0,0.1-1.0 WTE,1,5,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Ticked,Ticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Not known,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment by results,No
NDD,North Devon District Hospital,Northern Devon Healthcare NHS Trust,England,75,1-7,1-7,4,0,53,18,Yes,2,No,,0.1-1.0 WTE,1,25,25,No WTE,0,0,0,>3.0 WTE,4,100,100,>3.0 WTE,7,165,165,0.1-1.0 WTE,1,25,25,No WTE,0,0,0,1.1-3.0 WTE,3,75,75,0.1-1.0 WTE,1,25,25,No WTE,0,0,0,0.1-1.0 WTE,1,25,25,0.1-1.0 WTE,1,25,25,0.1-1.0 WTE,1,25,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,Those under the care of a paediatric respiratory consultant,Unticked,Ticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,No,Yes,Yes,Yes,Both hospital and community-based teams,No,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,Yes,Yes,Yes,No,Yes,No,Yes,No,-,More than 4 times a year,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Payment via block contract,No
NEV,Nevill Hall Hospital,Aneurin Bevan University Health Board,Wales,-,-,-,-,-,-,16,Yes,1,No,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,7,-,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,10,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,1.1-3.0 WTE,3,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,No WTE,0,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Daily,Daily,None,No,No,Yes,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Not applicable - we have specialist advice on site,Yes,Community based team,Yes,Community based team,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Not known,No,-,Never,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Other,No
NIN,Ninewells Hospital,Tayside,Scotland,-,-,-,-,-,-,8,Yes,6,No,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,1.1-3.0 WTE,2,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Unticked,Yes,Paediatric lead only,Yes,No,Yes,-,Not applicable - we have specialist advice on site,Yes,Both hospital and community-based teams,Yes,Community based team,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Not known,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,No
NMG,North Manchester General Hospital,Pennine Acute Hospitals NHS Trust,England,305,40,10,15,2,33,20,Yes,1,No,,>3.0 WTE,7,18,70,>3.0 WTE,12,30,120,>3.0 WTE,6,16,63,>3.0 WTE,13,32,126,1.1-3.0 WTE,2,5,20,No WTE,0,0,0,>3.0 WTE,8,20,78,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,10,No WTE,0,0,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,0.1-1.0 WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Ticked,Unticked,Unticked,Yes,Single lead for both adults and paediatrics,Yes,Yes - paediatric and adult,Yes,-,Yes,Yes,Community based team,Not known,-,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,Yes,Yes - combined adult and paediatric policy,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Continuous (every patient),Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment by results,No
NMH,North Middlesex Hospital,North Middlesex University Hospital NHS Trust,England,240,30,1-7,7,1,17,34,Yes,2,No,,>3.0 WTE,60,200,1500,>3.0 WTE,4,13,100,>3.0 WTE,17,57,425,>3.0 WTE,19,63,475,>3.0 WTE,20,67,500,1.1-3.0 WTE,2,7,50,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,Those under the care of a paediatric respiratory consultant,Unticked,Unticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Both hospital and community-based teams,No,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Not known,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),Yes,Yes,Yes,Yes,No,No,No,No,No,Payment via block contract,No
NOR,Norfolk and Norwich Hospital,Norfolk and Norwich University Hospitals NHS Foundation Trust,England,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,No,No,-,-,-,-,-,-,-,Yes,Hospital based team,Yes,Hospital based team,Not known,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,Not known,-,-,No,No,No,No,No,No,No,No,No,-,-
